,Unnamed: 0,country_a,country_b,similarity,country_a_name,country_b_name
375,375,sv,is,0.10784837159636948,El Salvador,Iceland
376,376,sv,mx,0.5714285714285714,El Salvador,Mexico
377,377,sv,ph,0.1452471482889734,El Salvador,Philippines
378,378,sv,sv,1.0,El Salvador,El Salvador
379,379,sv,ar,0.456663560111836,El Salvador,Argentina
380,380,sv,ch,0.12895716945996274,El Salvador,Switzerland
381,381,sv,do,0.4612644701691896,El Salvador,Dominican Republic
382,382,sv,gt,0.7402015677491601,El Salvador,Guatemala
383,383,sv,it,0.1339080459770115,El Salvador,Italy
384,384,sv,my,0.14587458745874587,El Salvador,Malaysia
385,385,sv,pl,0.1258008153756552,El Salvador,Poland
386,386,sv,th,0.11683642899940085,El Salvador,Thailand
387,387,sv,at,0.10943775100401608,El Salvador,Austria
388,388,sv,cl,0.4823641563393709,El Salvador,Chile
389,389,sv,ec,0.62117903930131,El Salvador,Ecuador
390,390,sv,hk,0.14407894736842106,El Salvador,Hong Kong
391,391,sv,jp,0.12115258677144727,El Salvador,Japan
392,392,sv,ni,0.5187119234116623,El Salvador,Nicaragua
393,393,sv,pt,0.19780971937029432,El Salvador,Portugal
394,394,sv,tr,0.1083392729864576,El Salvador,Turkey
395,395,sv,au,0.1453045685279188,El Salvador,Australia
396,396,sv,co,0.5823950870010235,El Salvador,Colombia
397,397,sv,ee,0.13504464285714285,El Salvador,Estonia
398,398,sv,hn,0.7162162162162162,El Salvador,Honduras
399,399,sv,lt,0.13808219178082193,El Salvador,Lithuania
400,400,sv,nl,0.10640394088669952,El Salvador,Netherlands
401,401,sv,py,0.5009940357852882,El Salvador,Paraguay
402,402,sv,tw,0.11591880341880342,El Salvador,Taiwan
403,403,sv,be,0.13380281690140844,El Salvador,Belgium
404,404,sv,cr,0.6663146779303062,El Salvador,Costa Rica
405,405,sv,es,0.3953488372093023,El Salvador,Spain
406,406,sv,hu,0.15685096153846154,El Salvador,Hungary
407,407,sv,lu,0.13007334963325184,El Salvador,Luxembourg
408,408,sv,no,0.11739364566505114,El Salvador,Norway
409,409,sv,ro,0.15239220318960425,El Salvador,Romania
410,410,sv,us,0.1272635814889336,El Salvador,United States
411,411,sv,bg,0.14043715846994534,El Salvador,Bulgaria
412,412,sv,cy,0.16489028213166146,El Salvador,Cyprus
413,413,sv,fi,0.10450623202301054,El Salvador,Finland
414,414,sv,id,0.14694508894044858,El Salvador,Indonesia
415,415,sv,lv,0.13494809688581316,El Salvador,Latvia
416,416,sv,nz,0.1461038961038961,El Salvador,New Zealand
417,417,sv,se,0.10957551826258638,El Salvador,Sweden
418,418,sv,uy,0.44337979094076657,El Salvador,Uruguay
419,419,sv,bo,0.6623235613463626,El Salvador,Bolivia
420,420,sv,cz,0.14336075205640422,El Salvador,Czech Republic
421,421,sv,fr,0.08448030374940674,El Salvador,France
422,422,sv,ie,0.12701149425287356,El Salvador,Ireland
423,423,sv,pa,0.5843780135004821,El Salvador,Panama
424,424,sv,sg,0.15749128919860628,El Salvador,Singapore
425,425,sv,vn,0.13319810682893848,El Salvador,Vietnam
426,426,sv,br,0.12866333095067906,El Salvador,Brazil
